id,stateabb,ccode,year,p5
5157,FRN,220,1808,0
5158,FRN,220,1809,0
5159,FRN,220,1810,0
5160,FRN,220,1811,0
5161,FRN,220,1812,0
5162,FRN,220,1813,0
5163,FRN,220,1814,0
5164,FRN,220,1815,0
5165,FRN,220,1816,0
5166,FRN,220,1817,0
5167,FRN,220,1818,0
5168,FRN,220,1819,0
5169,FRN,220,1820,0
5170,FRN,220,1821,0
5171,FRN,220,1822,0
5172,FRN,220,1823,0
5173,FRN,220,1824,0
5174,FRN,220,1825,0
5175,FRN,220,1826,0
5176,FRN,220,1827,0
5177,FRN,220,1828,0
5178,FRN,220,1829,0
5179,FRN,220,1830,0
5180,FRN,220,1831,0
5181,FRN,220,1832,0
5182,FRN,220,1833,0
5183,FRN,220,1834,0
5184,FRN,220,1835,0
5185,FRN,220,1836,0
5186,FRN,220,1837,0
5187,FRN,220,1838,0
5188,FRN,220,1839,0
5189,FRN,220,1840,0
5190,FRN,220,1841,0
5191,FRN,220,1842,0
5192,FRN,220,1843,0
5193,FRN,220,1844,0
5194,FRN,220,1845,0
5195,FRN,220,1846,0
5196,FRN,220,1847,0
5197,FRN,220,1848,0
5198,FRN,220,1849,0
5199,FRN,220,1850,0
5200,FRN,220,1851,0
5201,FRN,220,1852,0
5202,FRN,220,1853,0
5203,FRN,220,1854,0
5204,FRN,220,1855,0
5205,FRN,220,1856,0
5206,FRN,220,1857,0
5207,FRN,220,1858,0
5208,FRN,220,1859,0
5209,FRN,220,1860,0
5210,FRN,220,1861,0
5211,FRN,220,1862,0
5212,FRN,220,1863,0
5213,FRN,220,1864,0
5214,FRN,220,1865,0
5215,FRN,220,1866,0
5216,FRN,220,1867,0
5217,FRN,220,1868,0
5218,FRN,220,1869,0
5219,FRN,220,1870,0
5220,FRN,220,1871,0
5221,FRN,220,1872,0
5222,FRN,220,1873,0
5223,FRN,220,1874,0
5224,FRN,220,1875,0
5225,FRN,220,1876,0
5226,FRN,220,1877,0
5227,FRN,220,1878,0
5228,FRN,220,1879,0
5229,FRN,220,1880,0
5230,FRN,220,1881,0
5231,FRN,220,1882,0
5232,FRN,220,1883,0
5233,FRN,220,1884,0
5234,FRN,220,1885,0
5235,FRN,220,1886,0
5236,FRN,220,1887,0
5237,FRN,220,1888,0
5238,FRN,220,1889,0
5239,FRN,220,1890,0
5240,FRN,220,1891,0
5241,FRN,220,1892,0
5242,FRN,220,1893,0
5243,FRN,220,1894,0
5244,FRN,220,1895,0
5245,FRN,220,1896,0
5246,FRN,220,1897,0
5247,FRN,220,1898,0
5248,FRN,220,1899,0
5249,FRN,220,1900,0
5250,FRN,220,1901,0
5251,FRN,220,1902,0
5252,FRN,220,1903,0
5253,FRN,220,1904,0
5254,FRN,220,1905,0
5255,FRN,220,1906,0
5256,FRN,220,1907,0
5257,FRN,220,1908,0
5258,FRN,220,1909,0
5259,FRN,220,1910,0
5260,FRN,220,1911,0
5261,FRN,220,1912,0
5262,FRN,220,1913,0
5263,FRN,220,1914,0
5264,FRN,220,1915,0
5265,FRN,220,1916,0
5266,FRN,220,1917,0
5267,FRN,220,1918,0
5268,FRN,220,1919,0
5269,FRN,220,1920,0
5270,FRN,220,1921,0
5271,FRN,220,1922,0
5272,FRN,220,1923,0
5273,FRN,220,1924,0
5274,FRN,220,1925,0
5275,FRN,220,1926,0
5276,FRN,220,1927,0
5277,FRN,220,1928,0
5278,FRN,220,1929,0
5279,FRN,220,1930,0
5280,FRN,220,1931,0
5281,FRN,220,1932,0
5282,FRN,220,1933,0
5283,FRN,220,1934,0
5284,FRN,220,1935,0
5285,FRN,220,1936,0
5286,FRN,220,1937,0
5287,FRN,220,1938,0
5288,FRN,220,1939,0
5289,FRN,220,1940,1
5290,FRN,220,1941,1
5291,FRN,220,1942,1
5292,FRN,220,1943,1
5293,FRN,220,1944,1
5294,FRN,220,1945,1
5295,FRN,220,1946,1
5296,FRN,220,1947,1
5297,FRN,220,1948,1
5298,FRN,220,1949,1
5299,FRN,220,1950,1
5300,FRN,220,1951,1
5301,FRN,220,1952,1
5302,FRN,220,1953,1
5303,FRN,220,1954,1
5304,FRN,220,1955,1
5305,FRN,220,1956,1
5306,FRN,220,1957,1
5307,FRN,220,1958,1
5308,FRN,220,1959,1
5309,FRN,220,1960,1
5310,FRN,220,1961,1
5311,FRN,220,1962,1
5312,FRN,220,1963,1
5313,FRN,220,1964,1
5314,FRN,220,1965,1
5315,FRN,220,1966,1
5316,FRN,220,1967,1
5317,FRN,220,1968,1
5318,FRN,220,1969,1
5319,FRN,220,1970,1
5320,FRN,220,1971,1
5321,FRN,220,1972,1
5322,FRN,220,1973,1
5323,FRN,220,1974,1
5324,FRN,220,1975,1
5325,FRN,220,1976,1
5326,FRN,220,1977,1
5327,FRN,220,1978,1
5328,FRN,220,1979,1
5329,FRN,220,1980,1
5330,FRN,220,1981,1
5331,FRN,220,1982,1
5332,FRN,220,1983,1
5333,FRN,220,1984,1
5334,FRN,220,1985,1
5335,FRN,220,1986,1
5336,FRN,220,1987,1
5337,FRN,220,1988,1
5338,FRN,220,1989,1
5339,FRN,220,1990,1
5340,FRN,220,1991,1
5341,FRN,220,1992,1
5342,FRN,220,1993,1
5343,FRN,220,1994,1
5344,FRN,220,1995,1
5345,FRN,220,1996,1
5346,FRN,220,1997,1
5347,FRN,220,1998,1
5348,FRN,220,1999,1
5349,FRN,220,2000,1
5350,FRN,220,2001,1
5351,FRN,220,2002,1
5352,FRN,220,2003,1
5353,FRN,220,2004,1
5354,FRN,220,2005,1
5355,FRN,220,2006,1
5356,FRN,220,2007,1
5357,FRN,220,2008,1
5358,FRN,220,2009,1
5359,FRN,220,2010,1
5360,FRN,220,2011,1
5361,FRN,220,2012,1
5362,FRN,220,2013,1
5363,FRN,220,2014,1
5364,FRN,220,2015,1
5365,FRN,220,2016,1
5366,FRN,220,2017,1
5367,FRN,220,2018,1
5368,SWZ,225,1848,0
5369,SWZ,225,1849,0
5370,SWZ,225,1850,0
5371,SWZ,225,1851,0
5372,SWZ,225,1852,0
5373,SWZ,225,1853,0
5374,SWZ,225,1854,0
5375,SWZ,225,1855,0
5376,SWZ,225,1856,0
5377,SWZ,225,1857,0
5378,SWZ,225,1858,0
5379,SWZ,225,1859,0
5380,SWZ,225,1860,0
5381,SWZ,225,1861,0
5382,SWZ,225,1862,0
5383,SWZ,225,1863,0
5384,SWZ,225,1864,0
5385,SWZ,225,1865,0
5386,SWZ,225,1866,0
5387,SWZ,225,1867,0
5388,SWZ,225,1868,0
5389,SWZ,225,1869,0
5390,SWZ,225,1870,0
5391,SWZ,225,1871,0
5392,SWZ,225,1872,0
5393,SWZ,225,1873,0
5394,SWZ,225,1874,0
5395,SWZ,225,1875,0
5396,SWZ,225,1876,0
5397,SWZ,225,1877,0
5398,SWZ,225,1878,0
5399,SWZ,225,1879,0
5400,SWZ,225,1880,0
5401,SWZ,225,1881,0
5402,SWZ,225,1882,0
5403,SWZ,225,1883,0
5404,SWZ,225,1884,0
5405,SWZ,225,1885,0
5406,SWZ,225,1886,0
5407,SWZ,225,1887,0
5408,SWZ,225,1888,0
5409,SWZ,225,1889,0
5410,SWZ,225,1890,0
5411,SWZ,225,1891,0
5412,SWZ,225,1892,0
5413,SWZ,225,1893,0
5414,SWZ,225,1894,0
5415,SWZ,225,1895,0
5416,SWZ,225,1896,0
5417,SWZ,225,1897,0
5418,SWZ,225,1898,0
5419,SWZ,225,1899,0
5420,SWZ,225,1900,0
5421,SWZ,225,1901,0
5422,SWZ,225,1902,0
5423,SWZ,225,1903,0
5424,SWZ,225,1904,0
5425,SWZ,225,1905,0
5426,SWZ,225,1906,0
5427,SWZ,225,1907,0
5428,SWZ,225,1908,0
5429,SWZ,225,1909,0
5430,SWZ,225,1910,0
5431,SWZ,225,1911,0
5432,SWZ,225,1912,0
5433,SWZ,225,1913,0
5434,SWZ,225,1914,0
5435,SWZ,225,1915,0
5436,SWZ,225,1916,0
5437,SWZ,225,1917,0
5438,SWZ,225,1918,0
5439,SWZ,225,1919,0
5440,SWZ,225,1920,0
5441,SWZ,225,1921,0
5442,SWZ,225,1922,0
5443,SWZ,225,1923,0
5444,SWZ,225,1924,0
5445,SWZ,225,1925,0
5446,SWZ,225,1926,0
5447,SWZ,225,1927,0
5448,SWZ,225,1928,0
5449,SWZ,225,1929,0
5450,SWZ,225,1930,0
5451,SWZ,225,1931,0
5452,SWZ,225,1932,0
5453,SWZ,225,1933,0
5454,SWZ,225,1934,0
5455,SWZ,225,1935,0
5456,SWZ,225,1936,0
5457,SWZ,225,1937,0
5458,SWZ,225,1938,0
5459,SWZ,225,1939,0
5460,SWZ,225,1940,0
5461,SWZ,225,1941,0
5462,SWZ,225,1942,0
5463,SWZ,225,1943,0
5464,SWZ,225,1944,0
5465,SWZ,225,1945,0
5466,SWZ,225,1946,0
5467,SWZ,225,1947,0
5468,SWZ,225,1948,0
5469,SWZ,225,1949,0
5470,SWZ,225,1950,0
5471,SWZ,225,1951,0
5472,SWZ,225,1952,0
5473,SWZ,225,1953,0
5474,SWZ,225,1954,0
5475,SWZ,225,1955,0
5476,SWZ,225,1956,0
5477,SWZ,225,1957,0
5478,SWZ,225,1958,0
5479,SWZ,225,1959,0
5480,SWZ,225,1960,0
5481,SWZ,225,1961,0
5482,SWZ,225,1962,0
5483,SWZ,225,1963,0
5484,SWZ,225,1964,0
5485,SWZ,225,1965,0
5486,SWZ,225,1966,0
5487,SWZ,225,1967,0
5488,SWZ,225,1968,0
5489,SWZ,225,1969,0
5490,SWZ,225,1970,0
5491,SWZ,225,1971,0
5492,SWZ,225,1972,0
5493,SWZ,225,1973,0
5494,SWZ,225,1974,0
5495,SWZ,225,1975,0
5496,SWZ,225,1976,0
5497,SWZ,225,1977,0
5498,SWZ,225,1978,0
5499,SWZ,225,1979,0
5500,SWZ,225,1980,0
5501,SWZ,225,1981,0
5502,SWZ,225,1982,0
5503,SWZ,225,1983,0
5504,SWZ,225,1984,0
5505,SWZ,225,1985,0
5506,SWZ,225,1986,0
5507,SWZ,225,1987,0
5508,SWZ,225,1988,0
5509,SWZ,225,1989,0
5510,SWZ,225,1990,0
5511,SWZ,225,1991,0
5512,SWZ,225,1992,0
5513,SWZ,225,1993,0
5514,SWZ,225,1994,0
5515,SWZ,225,1995,0
5516,SWZ,225,1996,0
5517,SWZ,225,1997,0
5518,SWZ,225,1998,0
5519,SWZ,225,1999,0
5520,SWZ,225,2000,0
5521,SWZ,225,2001,0
5522,SWZ,225,2002,0
5523,SWZ,225,2003,0
5524,SWZ,225,2004,0
5525,SWZ,225,2005,0
5526,SWZ,225,2006,0
5527,SWZ,225,2007,0
5528,SWZ,225,2008,0
5529,SWZ,225,2009,0
5530,SWZ,225,2010,0
5531,SWZ,225,2011,0
5532,SWZ,225,2012,0
5533,SWZ,225,2013,0
5534,SWZ,225,2014,0
5535,SWZ,225,2015,0
5536,SWZ,225,2016,0
5537,SWZ,225,2017,0
5538,SWZ,225,2018,0
5539,SPN,230,1800,0
5540,SPN,230,1801,0
5541,SPN,230,1802,0
5542,SPN,230,1803,0
5543,SPN,230,1804,0
5544,SPN,230,1805,0
5545,SPN,230,1806,0
5546,SPN,230,1807,0
5547,SPN,230,1808,0
5548,SPN,230,1809,0
5549,SPN,230,1810,0
5550,SPN,230,1811,0
5551,SPN,230,1812,0
5552,SPN,230,1813,0
5553,SPN,230,1814,0
5554,SPN,230,1815,0
5555,SPN,230,1816,0
5556,SPN,230,1817,0
5557,SPN,230,1818,0
5558,SPN,230,1819,0
5559,SPN,230,1820,0
5560,SPN,230,1821,0
5561,SPN,230,1822,0
5562,SPN,230,1823,0
5563,SPN,230,1824,0
5564,SPN,230,1825,0
5565,SPN,230,1826,0
5566,SPN,230,1827,0
5567,SPN,230,1828,0
5568,SPN,230,1829,0
5569,SPN,230,1830,0
5570,SPN,230,1831,0
5571,SPN,230,1832,0
5572,SPN,230,1833,0
5573,SPN,230,1834,0
5574,SPN,230,1835,0
5575,SPN,230,1836,0
5576,SPN,230,1837,0
5577,SPN,230,1838,0
5578,SPN,230,1839,0
5579,SPN,230,1840,0
5580,SPN,230,1841,0
5581,SPN,230,1842,0
5582,SPN,230,1843,0
5583,SPN,230,1844,0
5584,SPN,230,1845,0
5585,SPN,230,1846,0
5586,SPN,230,1847,0
5587,SPN,230,1848,0
5588,SPN,230,1849,0
5589,SPN,230,1850,0
5590,SPN,230,1851,0
5591,SPN,230,1852,0
5592,SPN,230,1853,0
5593,SPN,230,1854,0
5594,SPN,230,1855,0
5595,SPN,230,1856,0
5596,SPN,230,1857,0
5597,SPN,230,1858,0
5598,SPN,230,1859,0
5599,SPN,230,1860,0
5600,SPN,230,1861,0
5601,SPN,230,1862,0
5602,SPN,230,1863,0
5603,SPN,230,1864,0
5604,SPN,230,1865,0
5605,SPN,230,1866,0
5606,SPN,230,1867,0
5607,SPN,230,1868,0
5608,SPN,230,1869,0
5609,SPN,230,1870,0
5610,SPN,230,1871,0
5611,SPN,230,1872,0
5612,SPN,230,1873,0
5613,SPN,230,1874,0
5614,SPN,230,1875,0
5615,SPN,230,1876,0
5616,SPN,230,1877,0
5617,SPN,230,1878,0
5618,SPN,230,1879,0
5619,SPN,230,1880,0
5620,SPN,230,1881,0
5621,SPN,230,1882,0
5622,SPN,230,1883,0
5623,SPN,230,1884,0
5624,SPN,230,1885,0
5625,SPN,230,1886,0
5626,SPN,230,1887,0
5627,SPN,230,1888,0
5628,SPN,230,1889,0
5629,SPN,230,1890,0
5630,SPN,230,1891,0
5631,SPN,230,1892,0
5632,SPN,230,1893,0
5633,SPN,230,1894,0
5634,SPN,230,1895,0
5635,SPN,230,1896,0
5636,SPN,230,1897,0
5637,SPN,230,1898,0
5638,SPN,230,1899,0
5639,SPN,230,1900,0
5640,SPN,230,1901,0
5641,SPN,230,1902,0
5642,SPN,230,1903,0
5643,SPN,230,1904,0
5644,SPN,230,1905,0
5645,SPN,230,1906,0
5646,SPN,230,1907,0
5647,SPN,230,1908,0
5648,SPN,230,1909,0
5649,SPN,230,1910,0
5650,SPN,230,1911,0
5651,SPN,230,1912,0
5652,SPN,230,1913,0
5653,SPN,230,1914,0
5654,SPN,230,1915,0
5655,SPN,230,1916,0
5656,SPN,230,1917,0
5657,SPN,230,1918,0
5658,SPN,230,1919,0
5659,SPN,230,1920,0
5660,SPN,230,1921,0
5661,SPN,230,1922,0
5662,SPN,230,1923,0
5663,SPN,230,1924,0
5664,SPN,230,1925,0
5665,SPN,230,1926,0
5666,SPN,230,1927,0
5667,SPN,230,1928,0
5668,SPN,230,1929,0
5669,SPN,230,1930,0
5670,SPN,230,1931,0
5671,SPN,230,1932,0
5672,SPN,230,1933,0
5673,SPN,230,1934,0
5674,SPN,230,1935,0
5675,SPN,230,1936,0
5676,SPN,230,1937,0
5677,SPN,230,1938,0
5678,SPN,230,1939,0
5679,SPN,230,1940,0
5680,SPN,230,1941,0
5681,SPN,230,1942,0
5682,SPN,230,1943,0
5683,SPN,230,1944,0
5684,SPN,230,1945,0
5685,SPN,230,1946,0
5686,SPN,230,1947,0
5687,SPN,230,1948,0
5688,SPN,230,1949,0
5689,SPN,230,1950,0
5690,SPN,230,1951,0
5691,SPN,230,1952,0
5692,SPN,230,1953,0
5693,SPN,230,1954,0
5694,SPN,230,1955,0
5695,SPN,230,1956,0
5696,SPN,230,1957,0
5697,SPN,230,1958,0
5698,SPN,230,1959,0
5699,SPN,230,1960,0
5700,SPN,230,1961,0
5701,SPN,230,1962,0
5702,SPN,230,1963,0
5703,SPN,230,1964,0
5704,SPN,230,1965,0
5705,SPN,230,1966,0
5706,SPN,230,1967,0
5707,SPN,230,1968,0
5708,SPN,230,1969,0
5709,SPN,230,1970,0
5710,SPN,230,1971,0
5711,SPN,230,1972,0
5712,SPN,230,1973,0
5713,SPN,230,1974,0
5714,SPN,230,1975,0
5715,SPN,230,1976,0
5716,SPN,230,1977,0
5717,SPN,230,1978,0
5718,SPN,230,1979,0
5719,SPN,230,1980,0
5720,SPN,230,1981,0
5721,SPN,230,1982,0
5722,SPN,230,1983,0
5723,SPN,230,1984,0
5724,SPN,230,1985,0
5725,SPN,230,1986,0
5726,SPN,230,1987,0
5727,SPN,230,1988,0
5728,SPN,230,1989,0
5729,SPN,230,1990,0
5730,SPN,230,1991,0
5731,SPN,230,1992,0
5732,SPN,230,1993,0
5733,SPN,230,1994,0
5734,SPN,230,1995,0
5735,SPN,230,1996,0
5736,SPN,230,1997,0
5737,SPN,230,1998,0
5738,SPN,230,1999,0
5739,SPN,230,2000,0
5740,SPN,230,2001,0
5741,SPN,230,2002,0
5742,SPN,230,2003,0
5743,SPN,230,2004,0
5744,SPN,230,2005,0
5745,SPN,230,2006,0
5746,SPN,230,2007,0
5747,SPN,230,2008,0
5748,SPN,230,2009,0
5749,SPN,230,2010,0
5750,SPN,230,2011,0
5751,SPN,230,2012,0
5752,SPN,230,2013,0
5753,SPN,230,2014,0
5754,SPN,230,2015,0
5755,SPN,230,2016,0
5756,SPN,230,2017,0
5757,SPN,230,2018,0
5758,POR,235,1800,0
5759,POR,235,1801,0
5760,POR,235,1802,0
5761,POR,235,1803,0
5762,POR,235,1804,0
5763,POR,235,1805,0
5764,POR,235,1806,0
5765,POR,235,1807,0
5766,POR,235,1808,0
5767,POR,235,1809,0
5768,POR,235,1810,0
5769,POR,235,1811,0
5770,POR,235,1812,0
5771,POR,235,1813,0
5772,POR,235,1814,0
5773,POR,235,1815,0
5774,POR,235,1816,0
5775,POR,235,1817,0
5776,POR,235,1818,0
5777,POR,235,1819,0
5778,POR,235,1820,0
5779,POR,235,1821,0
5780,POR,235,1822,0
5781,POR,235,1823,0
5782,POR,235,1824,0
5783,POR,235,1825,0
5784,POR,235,1826,0
5785,POR,235,1827,0
5786,POR,235,1828,0
5787,POR,235,1829,0
5788,POR,235,1830,0
5789,POR,235,1831,0
5790,POR,235,1832,0
5791,POR,235,1833,0
5792,POR,235,1834,0
5793,POR,235,1835,0
5794,POR,235,1836,0
5795,POR,235,1837,0
5796,POR,235,1838,0
5797,POR,235,1839,0
5798,POR,235,1840,0
5799,POR,235,1841,0
5800,POR,235,1842,0
5801,POR,235,1843,0
5802,POR,235,1844,0
5803,POR,235,1845,0
5804,POR,235,1846,0
5805,POR,235,1847,0
5806,POR,235,1848,0
5807,POR,235,1849,0
5808,POR,235,1850,0
5809,POR,235,1851,0
5810,POR,235,1852,0
5811,POR,235,1853,0
5812,POR,235,1854,0
5813,POR,235,1855,0
5814,POR,235,1856,0
5815,POR,235,1857,0
5816,POR,235,1858,0
5817,POR,235,1859,0
5818,POR,235,1860,0
5819,POR,235,1861,0
5820,POR,235,1862,0
5821,POR,235,1863,0
5822,POR,235,1864,0
5823,POR,235,1865,0
5824,POR,235,1866,0
5825,POR,235,1867,0
5826,POR,235,1868,0
5827,POR,235,1869,0
5828,POR,235,1870,0
5829,POR,235,1871,0
5830,POR,235,1872,0
5831,POR,235,1873,0
5832,POR,235,1874,0
5833,POR,235,1875,0
5834,POR,235,1876,0
5835,POR,235,1877,0
5836,POR,235,1878,0
5837,POR,235,1879,0
5838,POR,235,1880,0
5839,POR,235,1881,0
5840,POR,235,1882,0
5841,POR,235,1883,0
5842,POR,235,1884,0
5843,POR,235,1885,0
5844,POR,235,1886,0
5845,POR,235,1887,0
5846,POR,235,1888,0
5847,POR,235,1889,0
5848,POR,235,1890,0
5849,POR,235,1891,0
5850,POR,235,1892,0
5851,POR,235,1893,0
5852,POR,235,1894,0
5853,POR,235,1895,0
5854,POR,235,1896,0
5855,POR,235,1897,0
5856,POR,235,1898,0
5857,POR,235,1899,0
5858,POR,235,1900,0
5859,POR,235,1901,0
5860,POR,235,1902,0
5861,POR,235,1903,0
5862,POR,235,1904,0
5863,POR,235,1905,0
5864,POR,235,1906,0
5865,POR,235,1907,0
5866,POR,235,1908,0
5867,POR,235,1909,0
5868,POR,235,1910,0
5869,POR,235,1911,0
5870,POR,235,1912,0
5871,POR,235,1913,0
5872,POR,235,1914,0
5873,POR,235,1915,0
5874,POR,235,1916,0
5875,POR,235,1917,0
5876,POR,235,1918,0
5877,POR,235,1919,0
5878,POR,235,1920,0
5879,POR,235,1921,0
5880,POR,235,1922,0
5881,POR,235,1923,0
5882,POR,235,1924,0
5883,POR,235,1925,0
5884,POR,235,1926,0
5885,POR,235,1927,0
5886,POR,235,1928,0
5887,POR,235,1929,0
5888,POR,235,1930,0
5889,POR,235,1931,0
5890,POR,235,1932,0
5891,POR,235,1933,0
5892,POR,235,1934,0
5893,POR,235,1935,0
5894,POR,235,1936,0
5895,POR,235,1937,0
5896,POR,235,1938,0
5897,POR,235,1939,0
5898,POR,235,1940,0
5899,POR,235,1941,0
5900,POR,235,1942,0
5901,POR,235,1943,0
5902,POR,235,1944,0
5903,POR,235,1945,0
5904,POR,235,1946,0
5905,POR,235,1947,0
5906,POR,235,1948,0
5907,POR,235,1949,0
5908,POR,235,1950,0
5909,POR,235,1951,0
5910,POR,235,1952,0
5911,POR,235,1953,0
5912,POR,235,1954,0
5913,POR,235,1955,0
5914,POR,235,1956,0
5915,POR,235,1957,0
5916,POR,235,1958,0
5917,POR,235,1959,0
5918,POR,235,1960,0
5919,POR,235,1961,0
5920,POR,235,1962,0
5921,POR,235,1963,0
5922,POR,235,1964,0
5923,POR,235,1965,0
5924,POR,235,1966,0
5925,POR,235,1967,0
5926,POR,235,1968,0
5927,POR,235,1969,0
5928,POR,235,1970,0
5929,POR,235,1971,0
5930,POR,235,1972,0
5931,POR,235,1973,0
5932,POR,235,1974,0
5933,POR,235,1975,0
5934,POR,235,1976,0
5935,POR,235,1977,0
5936,POR,235,1978,0
5937,POR,235,1979,0
5938,POR,235,1980,0
5939,POR,235,1981,0
5940,POR,235,1982,0
5941,POR,235,1983,0
5942,POR,235,1984,0
5943,POR,235,1985,0
5944,POR,235,1986,0
5945,POR,235,1987,0
5946,POR,235,1988,0
5947,POR,235,1989,0
5948,POR,235,1990,0
5949,POR,235,1991,0
5950,POR,235,1992,0
5951,POR,235,1993,0
5952,POR,235,1994,0
5953,POR,235,1995,0
5954,POR,235,1996,0
5955,POR,235,1997,0
5956,POR,235,1998,0
5957,POR,235,1999,0
5958,POR,235,2000,0
5959,POR,235,2001,0
5960,POR,235,2002,0
5961,POR,235,2003,0
5962,POR,235,2004,0
5963,POR,235,2005,0
5964,POR,235,2006,0
5965,POR,235,2007,0
5966,POR,235,2008,0
5967,POR,235,2009,0
5968,POR,235,2010,0
5969,POR,235,2011,0
5970,POR,235,2012,0
5971,POR,235,2013,0
5972,POR,235,2014,0
5973,POR,235,2015,0
5974,POR,235,2016,0
5975,POR,235,2017,0
5976,POR,235,2018,0
5977,BAV,245,1800,0
5978,BAV,245,1801,0
5979,BAV,245,1802,0
5980,BAV,245,1803,0
5981,BAV,245,1804,0
5982,BAV,245,1805,0
5983,BAV,245,1806,0
5984,BAV,245,1807,0
5985,BAV,245,1808,0
5986,BAV,245,1809,0
5987,BAV,245,1810,0
5988,BAV,245,1811,0
5989,BAV,245,1812,0
5990,BAV,245,1813,0
5991,BAV,245,1814,0
5992,BAV,245,1815,0
5993,BAV,245,1816,0
5994,BAV,245,1817,0
5995,BAV,245,1818,0
5996,BAV,245,1819,0
5997,BAV,245,1820,0
5998,BAV,245,1821,0
5999,BAV,245,1822,0
6000,BAV,245,1823,0
6001,BAV,245,1824,0
6002,BAV,245,1825,0
6003,BAV,245,1826,0
6004,BAV,245,1827,0
6005,BAV,245,1828,0
6006,BAV,245,1829,0
6007,BAV,245,1830,0
6008,BAV,245,1831,0
6009,BAV,245,1832,0
6010,BAV,245,1833,0
6011,BAV,245,1834,0
6012,BAV,245,1835,0
6013,BAV,245,1836,0
6014,BAV,245,1837,0
6015,BAV,245,1838,0
6016,BAV,245,1839,0
6017,BAV,245,1840,0
6018,BAV,245,1841,0
6019,BAV,245,1842,0
6020,BAV,245,1843,0
6021,BAV,245,1844,0
6022,BAV,245,1845,0
6023,BAV,245,1846,0
6024,BAV,245,1847,0
6025,BAV,245,1848,0
6026,BAV,245,1849,0
6027,BAV,245,1850,0
6028,BAV,245,1851,0
6029,BAV,245,1852,0
6030,BAV,245,1853,0
6031,BAV,245,1854,0
6032,BAV,245,1855,0
6033,BAV,245,1856,0
6034,BAV,245,1857,0
6035,BAV,245,1858,0
6036,BAV,245,1859,0
6037,BAV,245,1860,0
6038,BAV,245,1861,0
6039,BAV,245,1862,0
6040,BAV,245,1863,0
6041,BAV,245,1864,0
6042,BAV,245,1865,0
6043,BAV,245,1866,0
6044,BAV,245,1867,0
6045,BAV,245,1868,0
6046,BAV,245,1869,0
6047,BAV,245,1870,0
6048,BAV,245,1871,0
6049,GMY,255,1800,0
6050,GMY,255,1801,0
6051,GMY,255,1802,0
6052,GMY,255,1803,0
6053,GMY,255,1804,0
6054,GMY,255,1805,0
6055,GMY,255,1806,0
6056,GMY,255,1807,0
6057,GMY,255,1808,0
6058,GMY,255,1809,0
6059,GMY,255,1810,0
6060,GMY,255,1811,0
6061,GMY,255,1812,0
6062,GMY,255,1813,0
6063,GMY,255,1814,0
6064,GMY,255,1815,0
6065,GMY,255,1816,0
6066,GMY,255,1817,0
6067,GMY,255,1818,0
6068,GMY,255,1819,0
6069,GMY,255,1820,0
6070,GMY,255,1821,0
6071,GMY,255,1822,0
6072,GMY,255,1823,0
6073,GMY,255,1824,0
6074,GMY,255,1825,0
6075,GMY,255,1826,0
6076,GMY,255,1827,0
6077,GMY,255,1828,0
6078,GMY,255,1829,0
6079,GMY,255,1830,0
6080,GMY,255,1831,0
6081,GMY,255,1832,0
6082,GMY,255,1833,0
6083,GMY,255,1834,0
6084,GMY,255,1835,0
6085,GMY,255,1836,0
6086,GMY,255,1837,0
6087,GMY,255,1838,0
6088,GMY,255,1839,0
6089,GMY,255,1840,0
6090,GMY,255,1841,0
6091,GMY,255,1842,0
6092,GMY,255,1843,0
6093,GMY,255,1844,0
6094,GMY,255,1845,0
6095,GMY,255,1846,0
6096,GMY,255,1847,0
6097,GMY,255,1848,0
6098,GMY,255,1849,0
6099,GMY,255,1850,0
6100,GMY,255,1851,0
6101,GMY,255,1852,0
6102,GMY,255,1853,0
6103,GMY,255,1854,0
6104,GMY,255,1855,0
6105,GMY,255,1856,0
6106,GMY,255,1857,0
6107,GMY,255,1858,0
6108,GMY,255,1859,0
6109,GMY,255,1860,0
6110,GMY,255,1861,0
6111,GMY,255,1862,0
6112,GMY,255,1863,0
6113,GMY,255,1864,0
6114,GMY,255,1865,0
6115,GMY,255,1866,0
6116,GMY,255,1867,0
6117,GMY,255,1868,0
6118,GMY,255,1869,0
6119,GMY,255,1870,0
6120,GMY,255,1871,0
6121,GMY,255,1872,0
6122,GMY,255,1873,0
6123,GMY,255,1874,0
6124,GMY,255,1875,0
6125,GMY,255,1876,0
6126,GMY,255,1877,0
6127,GMY,255,1878,0
6128,GMY,255,1879,0
6129,GMY,255,1880,0
6130,GMY,255,1881,0
6131,GMY,255,1882,0
6132,GMY,255,1883,0
6133,GMY,255,1884,0
6134,GMY,255,1885,0
6135,GMY,255,1886,0
6136,GMY,255,1887,0
6137,GMY,255,1888,0
6138,GMY,255,1889,0
6139,GMY,255,1890,0
6140,GMY,255,1891,0
6141,GMY,255,1892,0
6142,GMY,255,1893,0
6143,GMY,255,1894,0
6144,GMY,255,1895,0
6145,GMY,255,1896,0
6146,GMY,255,1897,0
6147,GMY,255,1898,0
6148,GMY,255,1899,0
6149,GMY,255,1900,0
6150,GMY,255,1901,0
6151,GMY,255,1902,0
6152,GMY,255,1903,0
6153,GMY,255,1904,0
6154,GMY,255,1905,0
6155,GMY,255,1906,0
6156,GMY,255,1907,0
6157,GMY,255,1908,0
6158,GMY,255,1909,0
