id,stateabb,ccode,year,polyarchy,libdem,democ
695,ZZB,0,1991,0.116,0.123,.
696,PSE,0,1992,0.079,0.089,.
697,SML,0,1992,0.144,0.082,.
698,HKG,0,1992,0.375,0.317,.
699,ZZB,0,1992,0.126,0.122,.
700,PSE,0,1993,0.083,0.095,.
701,SML,0,1993,0.165,0.119,.
702,HKG,0,1993,0.375,0.317,.
703,ZZB,0,1993,0.138,0.125,.
704,PSE,0,1994,0.161,0.162,.
705,SML,0,1994,0.173,0.122,.
706,HKG,0,1994,0.375,0.317,.
707,ZZB,0,1994,0.139,0.125,.
708,PSE,0,1995,0.169,0.167,.
709,SML,0,1995,0.173,0.129,.
710,HKG,0,1995,0.38,0.32,.
711,ZZB,0,1995,0.246,0.184,.
712,PSE,0,1996,0.457,0.285,.
713,SML,0,1996,0.173,0.129,.
714,HKG,0,1996,0.379,0.32,.
715,ZZB,0,1996,0.282,0.2,.
716,PSE,0,1997,0.468,0.29,.
717,SML,0,1997,0.175,0.131,.
718,HKG,0,1997,0.371,0.322,.
719,ZZB,0,1997,0.282,0.199,.
720,PSE,0,1998,0.482,0.297,.
721,SML,0,1998,0.175,0.135,.
722,HKG,0,1998,0.374,0.324,.
723,ZZB,0,1998,0.282,0.199,.
724,PSE,0,1999,0.482,0.297,.
725,SML,0,1999,0.175,0.136,.
726,HKG,0,1999,0.374,0.323,.
727,ZZB,0,1999,0.287,0.202,.
728,PSE,0,2000,0.486,0.291,.
729,SML,0,2000,0.173,0.136,.
730,HKG,0,2000,0.374,0.323,.
731,ZZB,0,2000,0.288,0.212,.
732,PSE,0,2001,0.492,0.294,.
733,SML,0,2001,0.182,0.137,.
734,HKG,0,2001,0.373,0.323,.
735,ZZB,0,2001,0.289,0.214,.
736,PSE,0,2002,0.493,0.297,.
737,SML,0,2002,0.199,0.148,.
738,HKG,0,2002,0.373,0.323,.
739,ZZB,0,2002,0.288,0.218,.
740,PSE,0,2003,0.53,0.319,.
741,SML,0,2003,0.332,0.203,.
742,HKG,0,2003,0.373,0.323,.
743,ZZB,0,2003,0.288,0.22,.
744,PSE,0,2004,0.536,0.326,.
745,SML,0,2004,0.382,0.224,.
746,HKG,0,2004,0.373,0.323,.
747,ZZB,0,2004,0.276,0.216,.
748,PSE,0,2005,0.566,0.354,.
749,SML,0,2005,0.391,0.232,.
750,HKG,0,2005,0.371,0.322,.
751,ZZB,0,2005,0.282,0.218,.
752,PSE,0,2006,0.531,0.34,.
753,SML,0,2006,0.406,0.242,.
754,HKG,0,2006,0.371,0.322,.
755,ZZB,0,2006,0.289,0.222,.
756,PSE,0,2007,0.347,0.214,.
757,PSG,0,2007,0.145,0.093,.
758,SML,0,2007,0.405,0.241,.
759,HKG,0,2007,0.37,0.321,.
760,ZZB,0,2007,0.288,0.222,.
761,PSE,0,2008,0.261,0.147,.
762,PSG,0,2008,0.145,0.095,.
763,SML,0,2008,0.405,0.241,.
764,HKG,0,2008,0.371,0.321,.
765,ZZB,0,2008,0.294,0.225,.
766,PSE,0,2009,0.257,0.147,.
767,PSG,0,2009,0.147,0.096,.
768,SML,0,2009,0.405,0.241,.
769,HKG,0,2009,0.374,0.323,.
770,ZZB,0,2009,0.296,0.226,.
771,PSE,0,2010,0.26,0.148,.
772,PSG,0,2010,0.154,0.103,.
773,SML,0,2010,0.426,0.252,.
774,HKG,0,2010,0.372,0.322,.
775,ZZB,0,2010,0.311,0.235,.
776,PSE,0,2011,0.257,0.148,.
777,PSG,0,2011,0.153,0.101,.
778,SML,0,2011,0.447,0.263,.
779,HKG,0,2011,0.371,0.322,.
780,ZZB,0,2011,0.33,0.246,.
781,PSE,0,2012,0.258,0.147,.
782,PSG,0,2012,0.155,0.102,.
783,SML,0,2012,0.447,0.264,.
784,HKG,0,2012,0.364,0.318,.
785,ZZB,0,2012,0.332,0.247,.
786,PSE,0,2013,0.263,0.173,.
787,PSG,0,2013,0.136,0.07,.
788,SML,0,2013,0.407,0.242,.
789,HKG,0,2013,0.359,0.312,.
790,ZZB,0,2013,0.333,0.249,.
791,PSE,0,2014,0.267,0.174,.
792,PSG,0,2014,0.137,0.071,.
793,SML,0,2014,0.407,0.243,.
794,HKG,0,2014,0.357,0.31,.
795,ZZB,0,2014,0.327,0.247,.
796,PSE,0,2015,0.257,0.172,.
797,PSG,0,2015,0.126,0.063,.
798,SML,0,2015,0.407,0.243,.
799,HKG,0,2015,0.347,0.301,.
800,ZZB,0,2015,0.302,0.233,.
801,PSE,0,2016,0.255,0.171,.
802,PSG,0,2016,0.124,0.065,.
803,SML,0,2016,0.406,0.244,.
804,HKG,0,2016,0.335,0.293,.
805,ZZB,0,2016,0.269,0.213,.
806,PSE,0,2017,0.263,0.179,.
807,PSG,0,2017,0.125,0.06,.
808,SML,0,2017,0.419,0.252,.
809,HKG,0,2017,0.326,0.287,.
810,ZZB,0,2017,0.266,0.214,.
811,PSE,0,2018,0.273,0.184,.
812,PSG,0,2018,0.117,0.039,.
813,SML,0,2018,0.394,0.239,.
814,HKG,0,2018,0.32,0.277,.
815,ZZB,0,2018,0.267,0.218,.
816,PSE,0,2019,0.28,0.198,.
817,PSG,0,2019,0.12,0.073,.
818,SML,0,2019,0.391,0.234,.
819,HKG,0,2019,0.302,0.266,.
820,ZZB,0,2019,0.265,0.211,.
821,PSE,0,2020,0.26,0.16,.
822,PSG,0,2020,0.132,0.05,.
823,SML,0,2020,0.394,0.231,.
824,HKG,0,2020,0.27,0.208,.
825,ZZB,0,2020,0.262,0.207,.
826,PSE,0,2021,0.257,0.143,.
827,PSG,0,2021,0.131,0.054,.
828,SML,0,2021,0.406,0.244,.
829,HKG,0,2021,0.213,0.163,.
830,ZZB,0,2021,0.273,0.22,.
831,PSE,0,2022,0.254,0.137,.
832,PSG,0,2022,0.135,0.06,.
833,SML,0,2022,0.413,0.242,.
834,HKG,0,2022,0.166,0.136,.
835,ZZB,0,2022,0.284,0.229,.
836,PSE,0,2023,0.254,0.138,.
837,PSG,0,2023,0.136,0.07,.
838,SML,0,2023,0.404,0.247,.
839,HKG,0,2023,0.154,0.124,.
840,ZZB,0,2023,0.289,0.23,.
841,USA,2,1776,.,.,-77.0
842,USA,2,1777,.,.,-77.0
843,USA,2,1778,.,.,-77.0
844,USA,2,1779,.,.,-77.0
845,USA,2,1780,.,.,-77.0
846,USA,2,1781,.,.,-77.0
847,USA,2,1782,.,.,-77.0
848,USA,2,1783,.,.,-88.0
849,USA,2,1784,.,.,-88.0
850,USA,2,1785,.,.,-88.0
851,USA,2,1786,.,.,-88.0
852,USA,2,1787,.,.,-88.0
853,USA,2,1788,.,.,-88.0
854,USA,2,1789,0.345,0.279,.
855,USA,2,1789,.,.,2.0
856,USA,2,1790,0.344,0.278,.
857,USA,2,1790,.,.,2.0
858,USA,2,1791,0.344,0.278,.
859,USA,2,1791,.,.,2.0
860,USA,2,1792,0.35,0.282,.
861,USA,2,1792,.,.,2.0
862,USA,2,1793,0.351,0.282,.
863,USA,2,1793,.,.,2.0
864,USA,2,1794,0.351,0.282,.
865,USA,2,1794,.,.,2.0
866,USA,2,1795,0.351,0.282,.
867,USA,2,1795,.,.,2.0
868,USA,2,1796,0.352,0.283,.
869,USA,2,1796,.,.,2.0
870,USA,2,1797,0.353,0.283,.
871,USA,2,1797,.,.,5.0
872,USA,2,1798,0.346,0.274,.
873,USA,2,1798,.,.,5.0
874,USA,2,1799,0.344,0.274,.
875,USA,2,1799,.,.,5.0
876,USA,2,1800,0.345,0.279,.
877,USA,2,1800,.,.,5.0
878,USA,2,1801,0.359,0.287,.
879,USA,2,1801,.,.,6.0
880,USA,2,1802,0.364,0.289,.
881,USA,2,1802,.,.,6.0
882,USA,2,1803,0.365,0.289,.
883,USA,2,1803,.,.,6.0
884,USA,2,1804,0.355,0.285,.
885,USA,2,1804,.,.,6.0
886,USA,2,1805,0.351,0.284,.
887,USA,2,1805,.,.,6.0
888,USA,2,1806,0.353,0.284,.
889,USA,2,1806,.,.,6.0
890,USA,2,1807,0.354,0.285,.
891,USA,2,1807,.,.,6.0
892,USA,2,1808,0.353,0.285,.
893,USA,2,1808,.,.,6.0
894,USA,2,1809,0.353,0.285,.
895,USA,2,1809,.,.,6.0
896,USA,2,1810,0.355,0.284,.
897,USA,2,1810,.,.,6.0
898,USA,2,1811,0.356,0.284,.
899,USA,2,1811,.,.,6.0
900,USA,2,1812,0.355,0.284,.
901,USA,2,1812,.,.,6.0
902,USA,2,1813,0.353,0.283,.
903,USA,2,1813,.,.,6.0
904,USA,2,1814,0.357,0.286,.
905,USA,2,1814,.,.,6.0
906,USA,2,1815,0.357,0.286,.
907,USA,2,1815,.,.,6.0
908,USA,2,1816,0.356,0.286,.
909,USA,2,1816,.,.,6.0
910,USA,2,1817,0.356,0.286,.
911,USA,2,1817,.,.,6.0
912,USA,2,1818,0.357,0.286,.
913,USA,2,1818,.,.,6.0
914,USA,2,1819,0.358,0.286,.
915,USA,2,1819,.,.,6.0
916,USA,2,1820,0.353,0.284,.
917,USA,2,1820,.,.,6.0
918,USA,2,1821,0.348,0.281,.
919,USA,2,1821,.,.,6.0
920,USA,2,1822,0.348,0.281,.
921,USA,2,1822,.,.,6.0
922,USA,2,1823,0.348,0.28,.
923,USA,2,1823,.,.,6.0
924,USA,2,1824,0.347,0.28,.
925,USA,2,1824,.,.,6.0
926,USA,2,1825,0.347,0.28,.
927,USA,2,1825,.,.,7.0
928,USA,2,1826,0.347,0.281,.
929,USA,2,1826,.,.,7.0
930,USA,2,1827,0.346,0.281,.
931,USA,2,1827,.,.,7.0
932,USA,2,1828,0.352,0.295,.
933,USA,2,1828,.,.,7.0
934,USA,2,1829,0.354,0.296,.
935,USA,2,1829,.,.,10.0
936,USA,2,1830,0.358,0.298,.
937,USA,2,1830,.,.,10.0
938,USA,2,1831,0.362,0.3,.
939,USA,2,1831,.,.,10.0
940,USA,2,1832,0.361,0.3,.
941,USA,2,1832,.,.,10.0
942,USA,2,1833,0.361,0.311,.
943,USA,2,1833,.,.,10.0
944,USA,2,1834,0.365,0.313,.
945,USA,2,1834,.,.,10.0
946,USA,2,1835,0.365,0.314,.
947,USA,2,1835,.,.,10.0
948,USA,2,1836,0.367,0.314,.
949,USA,2,1836,.,.,10.0
950,USA,2,1837,0.368,0.315,.
951,USA,2,1837,.,.,10.0
952,USA,2,1838,0.368,0.313,.
953,USA,2,1838,.,.,10.0
954,USA,2,1839,0.368,0.313,.
955,USA,2,1839,.,.,10.0
956,USA,2,1840,0.355,0.307,.
957,USA,2,1840,.,.,10.0
958,USA,2,1841,0.342,0.3,.
959,USA,2,1841,.,.,10.0
960,USA,2,1842,0.342,0.3,.
961,USA,2,1842,.,.,10.0
962,USA,2,1843,0.342,0.299,.
963,USA,2,1843,.,.,10.0
964,USA,2,1844,0.341,0.3,.
965,USA,2,1844,.,.,10.0
966,USA,2,1845,0.341,0.3,.
967,USA,2,1845,.,.,10.0
968,USA,2,1846,0.336,0.298,.
969,USA,2,1846,.,.,10.0
970,USA,2,1847,0.33,0.295,.
971,USA,2,1847,.,.,10.0
972,USA,2,1848,0.33,0.295,.
973,USA,2,1848,.,.,10.0
974,USA,2,1849,0.329,0.294,.
975,USA,2,1849,.,.,10.0
976,USA,2,1850,0.329,0.294,.
977,USA,2,1850,.,.,9.0
978,USA,2,1851,0.329,0.294,.
979,USA,2,1851,.,.,9.0
980,USA,2,1852,0.328,0.294,.
981,USA,2,1852,.,.,9.0
982,USA,2,1853,0.328,0.293,.
983,USA,2,1853,.,.,9.0
984,USA,2,1854,0.327,0.293,.
985,USA,2,1854,.,.,8.0
986,USA,2,1855,0.325,0.292,.
987,USA,2,1855,.,.,8.0
988,USA,2,1856,0.326,0.292,.
989,USA,2,1856,.,.,8.0
990,USA,2,1857,0.327,0.293,.
991,USA,2,1857,.,.,8.0
992,USA,2,1858,0.327,0.293,.
993,USA,2,1858,.,.,8.0
994,USA,2,1859,0.328,0.292,.
995,USA,2,1859,.,.,8.0
996,USA,2,1860,0.327,0.297,.
997,USA,2,1860,.,.,-77.0
998,USA,2,1861,0.33,0.297,.
999,USA,2,1861,.,.,-77.0
1000,USA,2,1862,0.336,0.301,.
1001,USA,2,1862,.,.,-77.0
1002,USA,2,1863,0.338,0.302,.
1003,USA,2,1863,.,.,-77.0
1004,USA,2,1864,0.338,0.302,.
1005,USA,2,1864,.,.,-77.0
1006,USA,2,1865,0.339,0.302,.
1007,USA,2,1865,.,.,8.0
1008,USA,2,1866,0.34,0.323,.
1009,USA,2,1866,.,.,8.0
1010,USA,2,1867,0.342,0.324,.
1011,USA,2,1867,.,.,8.0
1012,USA,2,1868,0.341,0.324,.
1013,USA,2,1868,.,.,8.0
1014,USA,2,1869,0.341,0.324,.
1015,USA,2,1869,.,.,8.0
1016,USA,2,1870,0.342,0.325,.
1017,USA,2,1870,.,.,8.0
1018,USA,2,1871,0.334,0.321,.
1019,USA,2,1871,.,.,8.0
1020,USA,2,1872,0.334,0.321,.
1021,USA,2,1872,.,.,9.0
1022,USA,2,1873,0.335,0.321,.
1023,USA,2,1873,.,.,9.0
1024,USA,2,1874,0.335,0.321,.
1025,USA,2,1874,.,.,9.0
1026,USA,2,1875,0.336,0.322,.
1027,USA,2,1875,.,.,9.0
1028,USA,2,1876,0.335,0.321,.
1029,USA,2,1876,.,.,9.0
1030,USA,2,1877,0.327,0.317,.
1031,USA,2,1877,.,.,9.0
1032,USA,2,1878,0.328,0.318,.
1033,USA,2,1878,.,.,9.0
1034,USA,2,1879,0.334,0.32,.
1035,USA,2,1879,.,.,9.0
1036,USA,2,1880,0.334,0.32,.
1037,USA,2,1880,.,.,9.0
1038,USA,2,1881,0.336,0.321,.
1039,USA,2,1881,.,.,9.0
1040,USA,2,1882,0.336,0.321,.
1041,USA,2,1882,.,.,9.0
1042,USA,2,1883,0.335,0.321,.
1043,USA,2,1883,.,.,9.0
1044,USA,2,1884,0.334,0.321,.
1045,USA,2,1884,.,.,9.0
1046,USA,2,1885,0.328,0.317,.
1047,USA,2,1885,.,.,9.0
1048,USA,2,1886,0.325,0.315,.
1049,USA,2,1886,.,.,9.0
1050,USA,2,1887,0.33,0.319,.
1051,USA,2,1887,.,.,9.0
1052,USA,2,1888,0.329,0.318,.
1053,USA,2,1888,.,.,9.0
1054,USA,2,1889,0.323,0.315,.
1055,USA,2,1889,.,.,9.0
1056,USA,2,1890,0.323,0.315,.
1057,USA,2,1890,.,.,9.0
1058,USA,2,1891,0.331,0.319,.
1059,USA,2,1891,.,.,9.0
1060,USA,2,1892,0.331,0.319,.
1061,USA,2,1892,.,.,9.0
1062,USA,2,1893,0.33,0.32,.
1063,USA,2,1893,.,.,9.0
1064,USA,2,1894,0.334,0.321,.
1065,USA,2,1894,.,.,9.0
1066,USA,2,1895,0.374,0.344,.
1067,USA,2,1895,.,.,9.0
1068,USA,2,1896,0.397,0.357,.
1069,USA,2,1896,.,.,9.0
1070,USA,2,1897,0.411,0.365,.
1071,USA,2,1897,.,.,9.0
1072,USA,2,1898,0.412,0.366,.
1073,USA,2,1898,.,.,9.0
1074,USA,2,1899,0.414,0.367,.
1075,USA,2,1899,.,.,9.0
1076,USA,2,1900,0.414,0.367,.
1077,USA,2,1900,.,.,9.0
1078,USA,2,1901,0.423,0.372,.
1079,USA,2,1901,.,.,9.0
1080,USA,2,1902,0.423,0.372,.
1081,USA,2,1902,.,.,9.0
1082,USA,2,1903,0.42,0.37,.
1083,USA,2,1903,.,.,9.0
1084,USA,2,1904,0.42,0.371,.
1085,USA,2,1904,.,.,9.0
1086,USA,2,1905,0.42,0.372,.
1087,USA,2,1905,.,.,9.0
1088,USA,2,1906,0.42,0.372,.
1089,USA,2,1906,.,.,9.0
1090,USA,2,1907,0.422,0.371,.
1091,USA,2,1907,.,.,9.0
1092,USA,2,1908,0.422,0.371,.
1093,USA,2,1908,.,.,9.0
1094,USA,2,1909,0.423,0.372,.
1095,USA,2,1909,.,.,9.0
1096,USA,2,1910,0.424,0.372,.
1097,USA,2,1910,.,.,9.0
1098,USA,2,1911,0.428,0.376,.
1099,USA,2,1911,.,.,9.0
1100,USA,2,1912,0.428,0.376,.
1101,USA,2,1912,.,.,9.0
1102,USA,2,1913,0.427,0.379,.
1103,USA,2,1913,.,.,9.0
1104,USA,2,1914,0.423,0.375,.
1105,USA,2,1914,.,.,9.0
1106,USA,2,1915,0.423,0.376,.
1107,USA,2,1915,.,.,9.0
1108,USA,2,1916,0.421,0.374,.
1109,USA,2,1916,.,.,9.0
1110,USA,2,1917,0.41,0.365,.
1111,USA,2,1917,.,.,9.0
1112,USA,2,1918,0.408,0.363,.
1113,USA,2,1918,.,.,9.0
1114,USA,2,1919,0.415,0.367,.
1115,USA,2,1919,.,.,9.0
1116,USA,2,1920,0.514,0.434,.
1117,USA,2,1920,.,.,9.0
1118,USA,2,1921,0.514,0.433,.
1119,USA,2,1921,.,.,9.0
1120,USA,2,1922,0.516,0.436,.
1121,USA,2,1922,.,.,9.0
1122,USA,2,1923,0.525,0.447,.
1123,USA,2,1923,.,.,9.0
1124,USA,2,1924,0.525,0.447,.
1125,USA,2,1924,.,.,9.0
1126,USA,2,1925,0.527,0.446,.
1127,USA,2,1925,.,.,9.0
1128,USA,2,1926,0.53,0.448,.
1129,USA,2,1926,.,.,9.0
1130,USA,2,1927,0.532,0.448,.
1131,USA,2,1927,.,.,9.0
1132,USA,2,1928,0.532,0.449,.
1133,USA,2,1928,.,.,9.0
1134,USA,2,1929,0.535,0.452,.
1135,USA,2,1929,.,.,9.0
1136,USA,2,1930,0.535,0.454,.
1137,USA,2,1930,.,.,9.0
1138,USA,2,1931,0.549,0.465,.
1139,USA,2,1931,.,.,9.0
1140,USA,2,1932,0.553,0.469,.
1141,USA,2,1932,.,.,9.0
1142,USA,2,1933,0.551,0.465,.
1143,USA,2,1933,.,.,9.0
1144,USA,2,1934,0.554,0.468,.
1145,USA,2,1934,.,.,9.0
1146,USA,2,1935,0.561,0.473,.
1147,USA,2,1935,.,.,9.0
1148,USA,2,1936,0.564,0.476,.
1149,USA,2,1936,.,.,9.0
1150,USA,2,1937,0.563,0.473,.
1151,USA,2,1937,.,.,9.0
1152,USA,2,1938,0.563,0.473,.
1153,USA,2,1938,.,.,9.0
1154,USA,2,1939,0.557,0.467,.
1155,USA,2,1939,.,.,9.0
1156,USA,2,1940,0.571,0.475,.
1157,USA,2,1940,.,.,9.0
1158,USA,2,1941,0.563,0.468,.
1159,USA,2,1941,.,.,9.0
1160,USA,2,1942,0.549,0.459,.
1161,USA,2,1942,.,.,9.0
1162,USA,2,1943,0.554,0.462,.
1163,USA,2,1943,.,.,9.0
1164,USA,2,1944,0.554,0.462,.
1165,USA,2,1944,.,.,9.0
1166,USA,2,1945,0.564,0.472,.
1167,USA,2,1945,.,.,9.0
1168,USA,2,1946,0.6,0.507,.
1169,USA,2,1946,.,.,9.0
1170,USA,2,1947,0.607,0.515,.
1171,USA,2,1947,.,.,9.0
1172,USA,2,1948,0.603,0.512,.
1173,USA,2,1948,.,.,9.0
1174,USA,2,1949,0.583,0.502,.
1175,USA,2,1949,.,.,9.0
1176,USA,2,1950,0.583,0.5,.
1177,USA,2,1950,.,.,9.0
1178,USA,2,1951,0.608,0.518,.
1179,USA,2,1951,.,.,9.0
1180,USA,2,1952,0.608,0.519,.
1181,USA,2,1952,.,.,9.0
1182,USA,2,1953,0.609,0.518,.
1183,USA,2,1953,.,.,9.0
1184,USA,2,1954,0.606,0.518,.
1185,USA,2,1954,.,.,9.0
1186,USA,2,1955,0.605,0.508,.
1187,USA,2,1955,.,.,9.0
1188,USA,2,1956,0.613,0.515,.
1189,USA,2,1956,.,.,9.0
1190,USA,2,1957,0.616,0.517,.
1191,USA,2,1957,.,.,9.0
1192,USA,2,1958,0.622,0.522,.
1193,USA,2,1958,.,.,9.0
1194,USA,2,1959,0.622,0.521,.
1195,USA,2,1959,.,.,9.0
1196,USA,2,1960,0.642,0.538,.
1197,USA,2,1960,.,.,9.0
1198,USA,2,1961,0.663,0.555,.
1199,USA,2,1961,.,.,9.0
1200,USA,2,1962,0.664,0.556,.
1201,USA,2,1962,.,.,9.0
1202,USA,2,1963,0.676,0.566,.
1203,USA,2,1963,.,.,9.0
1204,USA,2,1964,0.676,0.57,.
1205,USA,2,1964,.,.,9.0
1206,USA,2,1965,0.678,0.575,.
1207,USA,2,1965,.,.,9.0
1208,USA,2,1966,0.699,0.598,.
1209,USA,2,1966,.,.,9.0
1210,USA,2,1967,0.702,0.601,.
1211,USA,2,1967,.,.,8.0
1212,USA,2,1968,0.707,0.607,.
1213,USA,2,1968,.,.,8.0
1214,USA,2,1969,0.697,0.612,.
1215,USA,2,1969,.,.,8.0
1216,USA,2,1970,0.72,0.645,.
1217,USA,2,1970,.,.,8.0
1218,USA,2,1971,0.725,0.651,.
1219,USA,2,1971,.,.,8.0
1220,USA,2,1972,0.736,0.661,.
1221,USA,2,1972,.,.,8.0
1222,USA,2,1973,0.758,0.691,.
1223,USA,2,1973,.,.,8.0
1224,USA,2,1974,0.764,0.698,.
1225,USA,2,1974,.,.,10.0
1226,USA,2,1975,0.79,0.726,.
1227,USA,2,1975,.,.,10.0
1228,USA,2,1976,0.797,0.733,.
1229,USA,2,1976,.,.,10.0
1230,USA,2,1977,0.828,0.765,.
1231,USA,2,1977,.,.,10.0
1232,USA,2,1978,0.835,0.771,.
1233,USA,2,1978,.,.,10.0
1234,USA,2,1979,0.838,0.773,.
1235,USA,2,1979,.,.,10.0
1236,USA,2,1980,0.852,0.79,.
1237,USA,2,1980,.,.,10.0
1238,USA,2,1981,0.861,0.794,.
1239,USA,2,1981,.,.,10.0
1240,USA,2,1982,0.861,0.794,.
1241,USA,2,1982,.,.,10.0
1242,USA,2,1983,0.865,0.797,.
1243,USA,2,1983,.,.,10.0
1244,USA,2,1984,0.865,0.797,.
1245,USA,2,1984,.,.,10.0
1246,USA,2,1985,0.864,0.796,.
1247,USA,2,1985,.,.,10.0
1248,USA,2,1986,0.864,0.8,.
1249,USA,2,1986,.,.,10.0
1250,USA,2,1987,0.864,0.799,.
1251,USA,2,1987,.,.,10.0
1252,USA,2,1988,0.864,0.799,.
1253,USA,2,1988,.,.,10.0
1254,USA,2,1989,0.863,0.798,.
1255,USA,2,1989,.,.,10.0
1256,USA,2,1990,0.869,0.806,.
1257,USA,2,1990,.,.,10.0
1258,USA,2,1991,0.869,0.805,.
1259,USA,2,1991,.,.,10.0
1260,USA,2,1992,0.874,0.811,.
1261,USA,2,1992,.,.,10.0
1262,USA,2,1993,0.87,0.807,.
1263,USA,2,1993,.,.,10.0
1264,USA,2,1994,0.87,0.808,.
1265,USA,2,1994,.,.,10.0
1266,USA,2,1995,0.871,0.812,.
1267,USA,2,1995,.,.,10.0
1268,USA,2,1996,0.871,0.811,.
1269,USA,2,1996,.,.,10.0
1270,USA,2,1997,0.87,0.809,.
1271,USA,2,1997,.,.,10.0
1272,USA,2,1998,0.87,0.809,.
1273,USA,2,1998,.,.,10.0
1274,USA,2,1999,0.87,0.812,.
1275,USA,2,1999,.,.,10.0
1276,USA,2,2000,0.871,0.814,.
1277,USA,2,2000,.,.,10.0
1278,USA,2,2001,0.827,0.767,.
1279,USA,2,2001,.,.,10.0
1280,USA,2,2002,0.827,0.768,.
1281,USA,2,2002,.,.,10.0
1282,USA,2,2003,0.864,0.805,.
1283,USA,2,2003,.,.,10.0
1284,USA,2,2004,0.866,0.806,.
1285,USA,2,2004,.,.,10.0
1286,USA,2,2005,0.86,0.799,.
1287,USA,2,2005,.,.,10.0
1288,USA,2,2006,0.866,0.807,.
1289,USA,2,2006,.,.,10.0
1290,USA,2,2007,0.898,0.842,.
1291,USA,2,2007,.,.,10.0
1292,USA,2,2008,0.902,0.846,.
1293,USA,2,2008,.,.,10.0
1294,USA,2,2009,0.907,0.856,.
1295,USA,2,2009,.,.,10.0
1296,USA,2,2010,0.905,0.854,.
1297,USA,2,2010,.,.,10.0
1298,USA,2,2011,0.901,0.849,.
1299,USA,2,2011,.,.,10.0
1300,USA,2,2012,0.901,0.849,.
1301,USA,2,2012,.,.,10.0
1302,USA,2,2013,0.903,0.853,.
1303,USA,2,2013,.,.,10.0
1304,USA,2,2014,0.904,0.853,.
1305,USA,2,2014,.,.,10.0
1306,USA,2,2015,0.905,0.854,.
1307,USA,2,2015,.,.,10.0
1308,USA,2,2016,0.891,0.838,.
1309,USA,2,2016,.,.,8.0
1310,USA,2,2017,0.833,0.753,.
1311,USA,2,2017,.,.,8.0
1312,USA,2,2018,0.822,0.74,.
1313,USA,2,2018,.,.,8.0
1314,USA,2,2019,0.812,0.737,.
1315,USA,2,2019,.,.,7.0
1316,USA,2,2020,0.811,0.729,.
1317,USA,2,2020,.,.,5.0
1318,USA,2,2021,0.825,0.756,.
1319,USA,2,2022,0.834,0.765,.
1320,USA,2,2023,0.848,0.772,.
1321,CAN,20,1841,0.313,0.288,.
1322,CAN,20,1842,0.313,0.288,.
1323,CAN,20,1843,0.313,0.288,.
1324,CAN,20,1844,0.31,0.287,.
1325,CAN,20,1845,0.311,0.289,.
1326,CAN,20,1846,0.311,0.289,.
1327,CAN,20,1847,0.311,0.289,.
1328,CAN,20,1848,0.306,0.286,.
1329,CAN,20,1849,0.306,0.286,.
1330,CAN,20,1850,0.306,0.286,.
1331,CAN,20,1851,0.306,0.286,.
1332,CAN,20,1852,0.306,0.286,.
1333,CAN,20,1853,0.306,0.286,.
1334,CAN,20,1854,0.305,0.285,.
1335,CAN,20,1855,0.305,0.285,.
1336,CAN,20,1856,0.305,0.285,.
1337,CAN,20,1857,0.305,0.285,.
1338,CAN,20,1858,0.303,0.284,.
1339,CAN,20,1859,0.303,0.284,.
1340,CAN,20,1860,0.303,0.284,.
1341,CAN,20,1861,0.299,0.283,.
1342,CAN,20,1862,0.299,0.283,.
1343,CAN,20,1863,0.3,0.283,.
1344,CAN,20,1864,0.301,0.284,.
1345,CAN,20,1865,0.301,0.284,.
1346,CAN,20,1866,0.301,0.284,.
1347,CAN,20,1867,0.352,0.311,.
1348,CAN,20,1867,.,.,7.0
1349,CAN,20,1868,0.403,0.338,.
1350,CAN,20,1868,.,.,7.0
1351,CAN,20,1869,0.403,0.338,.
1352,CAN,20,1869,.,.,7.0
1353,CAN,20,1870,0.403,0.338,.
1354,CAN,20,1870,.,.,7.0
1355,CAN,20,1871,0.403,0.338,.
1356,CAN,20,1871,.,.,7.0
1357,CAN,20,1872,0.404,0.338,.
1358,CAN,20,1872,.,.,7.0
1359,CAN,20,1873,0.404,0.339,.
1360,CAN,20,1873,.,.,7.0
1361,CAN,20,1874,0.405,0.366,.
1362,CAN,20,1874,.,.,7.0
1363,CAN,20,1875,0.405,0.366,.
1364,CAN,20,1875,.,.,7.0
1365,CAN,20,1876,0.405,0.366,.
1366,CAN,20,1876,.,.,7.0
1367,CAN,20,1877,0.405,0.366,.
1368,CAN,20,1877,.,.,7.0
1369,CAN,20,1878,0.435,0.385,.
1370,CAN,20,1878,.,.,7.0
1371,CAN,20,1879,0.439,0.388,.
1372,CAN,20,1879,.,.,7.0
1373,CAN,20,1880,0.439,0.388,.
1374,CAN,20,1880,.,.,7.0
1375,CAN,20,1881,0.439,0.388,.
1376,CAN,20,1881,.,.,7.0
1377,CAN,20,1882,0.439,0.387,.
1378,CAN,20,1882,.,.,7.0
1379,CAN,20,1883,0.439,0.387,.
1380,CAN,20,1883,.,.,7.0
1381,CAN,20,1884,0.439,0.387,.
1382,CAN,20,1884,.,.,7.0
1383,CAN,20,1885,0.439,0.387,.
1384,CAN,20,1885,.,.,7.0
1385,CAN,20,1886,0.439,0.387,.
1386,CAN,20,1886,.,.,7.0
1387,CAN,20,1887,0.452,0.397,.
1388,CAN,20,1887,.,.,7.0
